opp_id,segment,lead_source,owner,amount,created_date,close_date,cycle_days,furthest_stage,furthest_stage_idx,outcome,loss_reason
OPP-00483,Mid-Market,Inbound,Rep A,19714.57,2026-01-19,2026-03-20,60.0,Qualification,1,Lost,Timing
OPP-00484,SMB,Outbound,Rep A,2670.61,2026-03-05,2026-03-21,16.0,Negotiation,3,Lost,No Decision
OPP-00485,SMB,Partner,Rep B,2235.03,2026-07-03,2026-07-29,26.0,Negotiation,3,Lost,Price
OPP-00486,Mid-Market,Outbound,Rep D,23282.51,2025-10-31,,,Negotiation,3,Open,
OPP-00487,SMB,Inbound,Rep D,3825.52,2025-12-18,2026-01-11,24.0,Negotiation,3,Won,
OPP-00488,Enterprise,Inbound,Rep F,149764.43,2026-03-28,,,Prospecting,0,Open,
OPP-00489,Mid-Market,Partner,Rep E,21911.4,2026-01-22,2026-03-16,53.0,Qualification,1,Lost,Competitor
OPP-00490,SMB,Outbound,Rep A,2031.61,2026-07-03,2026-07-26,23.0,Negotiation,3,Won,
OPP-00491,SMB,Inbound,Rep B,2543.53,2026-06-10,2026-06-26,16.0,Negotiation,3,Won,
OPP-00492,Mid-Market,Inbound,Rep F,13736.28,2026-04-04,,,Negotiation,3,Open,
OPP-00493,SMB,Inbound,Rep G,2683.33,2026-05-12,2026-06-01,20.0,Negotiation,3,Won,
OPP-00494,Mid-Market,Partner,Rep G,17186.61,2025-10-06,2025-10-25,19.0,Qualification,1,Lost,Price
OPP-00495,SMB,Outbound,Rep A,4578.63,2026-02-10,2026-03-03,21.0,Negotiation,3,Won,
OPP-00496,Enterprise,Event,Rep G,95645.27,2026-03-18,2026-05-17,60.0,Negotiation,3,Lost,Timing
OPP-00497,Mid-Market,Event,Rep D,12776.64,2025-11-28,,,Qualification,1,Open,
OPP-00498,SMB,Event,Rep H,4806.76,2026-01-10,2026-01-28,18.0,Negotiation,3,Won,
OPP-00499,Enterprise,Inbound,Rep C,72134.16,2026-05-19,2026-07-31,73.0,Negotiation,3,Won,
OPP-00500,SMB,Inbound,Rep G,1735.3,2026-02-04,2026-02-24,20.0,Proposal,2,Lost,Competitor
OPP-00501,Mid-Market,Event,Rep E,27726.92,2025-11-03,2025-12-14,41.0,Negotiation,3,Lost,No Budget
OPP-00502,Mid-Market,Partner,Rep B,17159.4,2026-05-13,2026-07-17,65.0,Qualification,1,Lost,Timing
OPP-00503,Mid-Market,Outbound,Rep C,9652.63,2026-02-27,,,Prospecting,0,Open,
OPP-00504,Mid-Market,Event,Rep F,26137.24,2025-10-17,2025-12-11,55.0,Prospecting,0,Lost,Price
OPP-00505,SMB,Outbound,Rep E,3046.7,2026-05-03,2026-05-14,11.0,Negotiation,3,Lost,Competitor
OPP-00506,Mid-Market,Inbound,Rep G,28259.62,2025-10-14,2025-11-23,40.0,Negotiation,3,Lost,Competitor
OPP-00507,SMB,Partner,Rep F,2445.82,2026-07-06,2026-07-26,20.0,Negotiation,3,Won,
OPP-00508,SMB,Outbound,Rep B,2283.6,2025-12-23,,,Qualification,1,Open,
OPP-00509,SMB,Outbound,Rep E,3591.9,2025-11-23,2025-12-25,32.0,Negotiation,3,Won,
OPP-00510,Mid-Market,Inbound,Rep C,27859.14,2026-07-01,2026-07-07,6.0,Negotiation,3,Won,
OPP-00511,Mid-Market,Outbound,Rep B,13239.52,2026-02-13,2026-03-28,43.0,Proposal,2,Lost,Price
OPP-00512,Mid-Market,Inbound,Rep G,13383.52,2025-10-05,2025-12-14,70.0,Proposal,2,Lost,No Decision
OPP-00513,SMB,Event,Rep G,3389.42,2025-10-15,2025-11-18,34.0,Negotiation,3,Won,
OPP-00514,SMB,Partner,Rep H,3368.92,2026-02-25,2026-03-14,17.0,Negotiation,3,Won,
OPP-00515,Mid-Market,Inbound,Rep E,12989.0,2025-11-18,,,Prospecting,0,Open,
OPP-00516,SMB,Inbound,Rep B,3708.01,2026-01-14,2026-02-05,22.0,Negotiation,3,Lost,Price
OPP-00517,SMB,Inbound,Rep D,2293.62,2026-06-19,,,Prospecting,0,Open,
OPP-00518,SMB,Inbound,Rep D,2159.51,2026-05-29,2026-06-18,20.0,Proposal,2,Lost,Competitor
OPP-00519,SMB,Inbound,Rep D,803.2,2026-06-02,2026-06-11,9.0,Negotiation,3,Won,
OPP-00520,SMB,Event,Rep F,3508.49,2026-04-09,2026-04-24,15.0,Negotiation,3,Won,
OPP-00521,Enterprise,Inbound,Rep B,80197.07,2026-01-02,2026-04-29,117.0,Qualification,1,Lost,Timing
OPP-00522,Enterprise,Outbound,Rep H,68464.59,2026-05-05,2026-06-29,55.0,Prospecting,0,Lost,Competitor
OPP-00523,Mid-Market,Outbound,Rep F,22277.01,2025-10-31,2025-11-20,20.0,Proposal,2,Lost,Competitor
OPP-00524,Enterprise,Partner,Rep D,68745.59,2026-01-19,,,Prospecting,0,Open,
OPP-00525,SMB,Outbound,Rep G,2876.51,2026-03-13,2026-04-10,28.0,Prospecting,0,Lost,Price
OPP-00526,SMB,Outbound,Rep B,1871.96,2025-12-10,,,Proposal,2,Open,
OPP-00527,Mid-Market,Event,Rep D,26094.39,2026-03-30,2026-05-25,56.0,Negotiation,3,Won,
OPP-00528,Mid-Market,Partner,Rep F,16678.79,2026-02-20,,,Qualification,1,Open,
OPP-00529,Mid-Market,Event,Rep F,31355.64,2025-10-08,2025-12-04,57.0,Qualification,1,Lost,Price
OPP-00530,Enterprise,Inbound,Rep B,49290.78,2025-10-15,2026-01-21,98.0,Negotiation,3,Won,
OPP-00531,Mid-Market,Inbound,Rep B,16271.8,2025-10-07,2025-10-31,24.0,Qualification,1,Lost,Price
OPP-00532,Mid-Market,Inbound,Rep F,20671.83,2025-10-10,2025-11-23,44.0,Qualification,1,Lost,Timing
OPP-00533,SMB,Inbound,Rep D,3446.9,2025-10-24,2025-11-04,11.0,Negotiation,3,Won,
OPP-00534,Mid-Market,Partner,Rep G,14383.63,2026-03-17,2026-05-12,56.0,Negotiation,3,Lost,No Budget
OPP-00535,Enterprise,Inbound,Rep G,48235.3,2025-11-11,2026-02-26,107.0,Qualification,1,Lost,Competitor
OPP-00536,SMB,Outbound,Rep D,2282.21,2026-04-15,2026-04-18,3.0,Negotiation,3,Won,
OPP-00537,Enterprise,Inbound,Rep F,60463.57,2025-11-19,2026-04-11,143.0,Qualification,1,Lost,Competitor
OPP-00538,SMB,Outbound,Rep A,1876.97,2025-12-01,2025-12-19,18.0,Negotiation,3,Lost,Price
OPP-00539,Mid-Market,Partner,Rep G,20228.51,2025-12-11,2026-01-22,42.0,Negotiation,3,Won,
OPP-00540,SMB,Outbound,Rep C,1943.76,2026-04-09,2026-05-08,29.0,Negotiation,3,Won,
OPP-00541,SMB,Inbound,Rep A,1628.17,2026-07-11,2026-07-31,20.0,Negotiation,3,Won,
OPP-00542,SMB,Outbound,Rep D,1549.81,2025-11-05,,,Proposal,2,Open,
OPP-00543,Enterprise,Event,Rep D,56332.39,2025-10-29,2026-03-02,124.0,Proposal,2,Lost,Price
OPP-00544,Mid-Market,Outbound,Rep F,9201.11,2025-12-16,,,Negotiation,3,Open,
OPP-00545,SMB,Outbound,Rep F,500.0,2025-10-23,2025-11-11,19.0,Prospecting,0,Lost,Timing
OPP-00546,Mid-Market,Event,Rep B,8588.66,2026-01-24,2026-03-14,49.0,Proposal,2,Lost,Price
OPP-00547,Mid-Market,Event,Rep D,23608.25,2026-02-01,2026-03-20,47.0,Negotiation,3,Lost,Competitor
OPP-00548,SMB,Inbound,Rep D,2730.12,2025-10-25,2025-11-18,24.0,Negotiation,3,Won,
OPP-00549,SMB,Partner,Rep D,4303.05,2026-03-14,2026-03-29,15.0,Negotiation,3,Won,
OPP-00550,Mid-Market,Outbound,Rep B,17621.47,2026-02-14,2026-04-08,53.0,Prospecting,0,Lost,Competitor
OPP-00551,Mid-Market,Inbound,Rep A,15041.22,2026-06-05,2026-07-10,35.0,Negotiation,3,Won,
OPP-00552,Enterprise,Partner,Rep E,105680.87,2025-11-02,2026-01-02,61.0,Negotiation,3,Won,
OPP-00553,SMB,Partner,Rep C,4180.63,2026-02-07,2026-02-19,12.0,Prospecting,0,Lost,Price
OPP-00554,Mid-Market,Inbound,Rep C,500.0,2026-02-28,2026-03-29,29.0,Prospecting,0,Lost,No Decision
OPP-00555,Mid-Market,Outbound,Rep D,17588.52,2025-12-14,2026-01-16,33.0,Qualification,1,Lost,No Budget
OPP-00556,Mid-Market,Inbound,Rep H,17413.24,2025-10-02,,,Qualification,1,Open,
OPP-00557,SMB,Inbound,Rep D,3850.46,2026-07-20,2026-08-01,12.0,Negotiation,3,Lost,Timing
OPP-00558,SMB,Partner,Rep C,2330.81,2025-10-05,2025-10-27,22.0,Qualification,1,Lost,Price
OPP-00559,SMB,Outbound,Rep B,5421.17,2026-02-03,2026-02-21,18.0,Negotiation,3,Won,
OPP-00560,SMB,Partner,Rep H,2707.49,2026-02-05,2026-02-18,13.0,Negotiation,3,Won,
OPP-00561,Mid-Market,Outbound,Rep F,20527.01,2025-10-04,2025-11-28,55.0,Proposal,2,Lost,No Budget
OPP-00562,Mid-Market,Inbound,Rep D,22027.43,2026-01-11,2026-03-03,51.0,Negotiation,3,Won,
OPP-00563,Mid-Market,Event,Rep F,25765.97,2026-04-05,2026-05-06,31.0,Negotiation,3,Lost,Price
OPP-00564,SMB,Inbound,Rep G,2923.73,2025-12-19,2026-01-03,15.0,Negotiation,3,Won,
OPP-00565,SMB,Inbound,Rep B,2510.06,2026-05-13,2026-05-29,16.0,Negotiation,3,Lost,Price
OPP-00566,SMB,Event,Rep E,2928.37,2025-12-20,2026-01-04,15.0,Qualification,1,Lost,Timing
OPP-00567,Mid-Market,Inbound,Rep D,10645.35,2026-02-05,2026-02-23,18.0,Negotiation,3,Won,
OPP-00568,SMB,Outbound,Rep B,3252.31,2025-12-02,2025-12-26,24.0,Qualification,1,Lost,Price
OPP-00569,Mid-Market,Outbound,Rep E,20576.07,2026-05-21,,,Prospecting,0,Open,
OPP-00570,SMB,Event,Rep F,5757.92,2026-02-06,2026-02-21,15.0,Proposal,2,Lost,Price
OPP-00571,Mid-Market,Event,Rep F,26591.04,2025-11-19,2025-12-21,32.0,Proposal,2,Lost,Timing
OPP-00572,SMB,Outbound,Rep G,500.0,2026-02-18,2026-02-21,3.0,Qualification,1,Lost,Timing
OPP-00573,Mid-Market,Outbound,Rep E,15017.4,2025-12-11,2026-01-25,45.0,Qualification,1,Lost,Price
OPP-00574,SMB,Partner,Rep H,2147.34,2026-03-31,2026-04-17,17.0,Negotiation,3,Won,
OPP-00575,Mid-Market,Inbound,Rep G,31166.13,2025-11-19,2025-12-31,42.0,Negotiation,3,Won,
OPP-00576,Mid-Market,Event,Rep C,13899.3,2026-02-26,2026-04-23,56.0,Proposal,2,Lost,Price
OPP-00577,Mid-Market,Inbound,Rep H,12318.8,2026-06-02,2026-06-22,20.0,Negotiation,3,Lost,Price
OPP-00578,SMB,Outbound,Rep H,695.87,2025-10-03,2025-10-11,8.0,Prospecting,0,Lost,No Budget
OPP-00579,Mid-Market,Inbound,Rep B,32259.9,2026-01-27,2026-02-14,18.0,Negotiation,3,Won,
OPP-00580,Mid-Market,Event,Rep C,16436.97,2025-12-28,2026-01-18,21.0,Negotiation,3,Won,
OPP-00581,SMB,Outbound,Rep E,2501.11,2025-10-02,2025-11-06,35.0,Qualification,1,Lost,Competitor
OPP-00582,SMB,Inbound,Rep B,4405.45,2026-03-24,2026-04-15,22.0,Negotiation,3,Lost,Price
OPP-00583,SMB,Outbound,Rep F,3339.09,2026-01-19,2026-02-18,30.0,Qualification,1,Lost,No Budget
OPP-00584,SMB,Inbound,Rep G,2864.57,2026-03-20,2026-04-11,22.0,Negotiation,3,Lost,Timing
OPP-00585,Mid-Market,Outbound,Rep C,26684.18,2026-02-25,,,Proposal,2,Open,
OPP-00586,SMB,Event,Rep A,3535.36,2025-11-28,2025-12-07,9.0,Negotiation,3,Won,
OPP-00587,Enterprise,Partner,Rep A,119047.73,2025-12-09,2026-03-03,84.0,Negotiation,3,Won,
OPP-00588,Enterprise,Inbound,Rep G,96301.82,2025-11-07,2026-03-26,139.0,Prospecting,0,Lost,Timing
OPP-00589,SMB,Outbound,Rep G,3385.18,2025-10-17,2025-10-21,4.0,Negotiation,3,Won,
OPP-00590,SMB,Inbound,Rep B,2758.16,2026-01-06,2026-02-08,33.0,Qualification,1,Lost,Price
OPP-00591,SMB,Outbound,Rep H,500.0,2026-02-14,,,Prospecting,0,Open,
OPP-00592,Mid-Market,Inbound,Rep C,13356.55,2025-10-13,2025-12-06,54.0,Negotiation,3,Won,
OPP-00593,Mid-Market,Outbound,Rep F,15672.06,2026-04-12,2026-06-01,50.0,Negotiation,3,Lost,No Budget
OPP-00594,Mid-Market,Outbound,Rep H,21931.63,2026-02-15,2026-04-17,61.0,Negotiation,3,Won,
OPP-00595,Mid-Market,Partner,Rep B,20936.48,2026-02-08,2026-03-30,50.0,Negotiation,3,Won,
OPP-00596,Mid-Market,Partner,Rep D,14052.88,2026-06-09,2026-07-13,34.0,Prospecting,0,Lost,Competitor
OPP-00597,Mid-Market,Inbound,Rep A,13123.38,2025-10-11,2025-12-01,51.0,Negotiation,3,Won,
OPP-00598,Enterprise,Event,Rep D,95571.44,2025-11-11,2026-03-09,118.0,Proposal,2,Lost,Price
OPP-00599,SMB,Inbound,Rep C,1214.14,2025-12-29,2026-01-23,25.0,Negotiation,3,Won,
OPP-00600,Mid-Market,Event,Rep G,500.0,2025-12-12,2026-01-24,43.0,Negotiation,3,Won,
OPP-00601,SMB,Inbound,Rep A,2920.92,2026-03-14,2026-04-09,26.0,Negotiation,3,Won,
OPP-00602,Enterprise,Event,Rep A,85193.59,2026-03-02,2026-05-11,70.0,Negotiation,3,Lost,Price
OPP-00603,SMB,Partner,Rep G,4529.26,2025-11-19,,,Proposal,2,Open,
OPP-00604,SMB,Inbound,Rep A,2590.86,2026-01-21,,,Proposal,2,Open,
OPP-00605,Mid-Market,Inbound,Rep A,16472.37,2026-05-26,2026-07-05,40.0,Proposal,2,Lost,Price
OPP-00606,Mid-Market,Event,Rep G,31396.5,2025-12-31,2026-02-09,40.0,Qualification,1,Lost,Price
OPP-00607,SMB,Outbound,Rep C,3149.57,2026-06-26,,,Prospecting,0,Open,
OPP-00608,SMB,Outbound,Rep G,6045.56,2026-01-24,2026-02-13,20.0,Prospecting,0,Lost,Price
OPP-00609,SMB,Inbound,Rep B,1579.41,2025-10-31,2025-11-09,9.0,Prospecting,0,Lost,Price
OPP-00610,SMB,Inbound,Rep H,2609.89,2026-01-23,2026-02-14,22.0,Qualification,1,Lost,Price
OPP-00611,SMB,Outbound,Rep G,2700.22,2025-12-29,2026-01-10,12.0,Proposal,2,Lost,Competitor
OPP-00612,SMB,Inbound,Rep F,5059.76,2025-12-13,2026-01-02,20.0,Negotiation,3,Lost,No Budget
OPP-00613,SMB,Outbound,Rep G,3620.22,2026-03-16,2026-04-06,21.0,Qualification,1,Lost,Price
OPP-00614,SMB,Event,Rep B,5377.89,2026-06-15,2026-06-26,11.0,Qualification,1,Lost,Timing
OPP-00615,Mid-Market,Partner,Rep H,11870.6,2026-06-16,2026-07-21,35.0,Qualification,1,Lost,Price
OPP-00616,SMB,Partner,Rep E,1952.05,2026-01-09,2026-01-12,3.0,Proposal,2,Lost,Timing
OPP-00617,Mid-Market,Event,Rep E,32418.36,2025-10-25,2025-12-06,42.0,Negotiation,3,Lost,Competitor
OPP-00618,SMB,Outbound,Rep A,3577.96,2025-12-23,2026-01-01,9.0,Negotiation,3,Won,
OPP-00619,SMB,Outbound,Rep H,1432.79,2025-10-12,2025-10-30,18.0,Qualification,1,Lost,Price
OPP-00620,Mid-Market,Event,Rep C,16462.58,2026-03-04,2026-04-21,48.0,Qualification,1,Lost,Timing
OPP-00621,Mid-Market,Inbound,Rep A,15242.69,2026-05-06,2026-05-30,24.0,Negotiation,3,Lost,Price
OPP-00622,SMB,Inbound,Rep E,4326.28,2025-10-20,2025-11-11,22.0,Proposal,2,Lost,Price
OPP-00623,Enterprise,Partner,Rep G,75364.18,2026-03-29,2026-07-13,106.0,Proposal,2,Lost,No Budget
OPP-00624,Mid-Market,Outbound,Rep A,20350.92,2026-05-29,2026-07-01,33.0,Negotiation,3,Lost,Timing
OPP-00625,SMB,Inbound,Rep A,7861.89,2026-03-31,2026-04-26,26.0,Negotiation,3,Won,
OPP-00626,Mid-Market,Inbound,Rep E,23496.35,2026-05-07,2026-06-02,26.0,Negotiation,3,Won,
OPP-00627,Mid-Market,Inbound,Rep G,24323.64,2026-05-24,2026-07-15,52.0,Negotiation,3,Won,
OPP-00628,Enterprise,Outbound,Rep A,58640.65,2025-11-29,2026-03-30,121.0,Negotiation,3,Won,
OPP-00629,Mid-Market,Inbound,Rep D,18863.17,2026-02-26,2026-04-04,37.0,Negotiation,3,Won,
OPP-00630,SMB,Inbound,Rep E,3447.65,2026-01-03,2026-01-24,21.0,Proposal,2,Lost,Price
OPP-00631,Enterprise,Inbound,Rep G,169961.52,2026-01-10,2026-04-18,98.0,Negotiation,3,Won,
OPP-00632,Enterprise,Outbound,Rep H,56666.89,2026-01-17,2026-05-21,124.0,Proposal,2,Lost,No Budget
OPP-00633,Mid-Market,Inbound,Rep H,11122.81,2026-06-18,2026-07-17,29.0,Negotiation,3,Won,
OPP-00634,Mid-Market,Partner,Rep A,4479.25,2026-05-01,2026-06-18,48.0,Proposal,2,Lost,Price
OPP-00635,Mid-Market,Partner,Rep F,12299.99,2026-02-12,2026-04-05,52.0,Qualification,1,Lost,Price
OPP-00636,Mid-Market,Inbound,Rep A,24246.61,2026-04-26,2026-06-14,49.0,Negotiation,3,Won,
OPP-00637,Mid-Market,Inbound,Rep A,17437.21,2026-06-13,2026-07-17,34.0,Prospecting,0,Lost,Price
OPP-00638,SMB,Outbound,Rep F,2700.69,2026-01-09,2026-01-26,17.0,Negotiation,3,Lost,Timing
OPP-00639,SMB,Outbound,Rep H,5885.44,2026-04-11,2026-04-26,15.0,Negotiation,3,Lost,Price
OPP-00640,Enterprise,Inbound,Rep B,82702.93,2026-01-25,,,Prospecting,0,Open,
OPP-00641,Mid-Market,Event,Rep E,15783.64,2026-04-26,2026-06-06,41.0,Negotiation,3,Won,
OPP-00642,Mid-Market,Outbound,Rep C,28692.72,2026-05-27,2026-07-28,62.0,Negotiation,3,Won,
OPP-00643,SMB,Outbound,Rep F,571.7,2025-12-22,2026-01-02,11.0,Qualification,1,Lost,No Decision
OPP-00644,Mid-Market,Inbound,Rep D,26318.36,2025-12-31,2026-02-09,40.0,Qualification,1,Lost,No Budget
OPP-00645,SMB,Inbound,Rep A,3758.24,2026-03-18,2026-04-11,24.0,Negotiation,3,Won,
OPP-00646,Enterprise,Outbound,Rep H,106432.07,2025-11-22,,,Qualification,1,Open,
OPP-00647,SMB,Outbound,Rep C,2939.81,2026-01-02,2026-01-25,23.0,Negotiation,3,Won,
OPP-00648,Enterprise,Inbound,Rep F,96036.97,2025-11-30,2026-01-31,62.0,Negotiation,3,Won,
OPP-00649,SMB,Event,Rep A,3484.8,2026-02-20,2026-03-13,21.0,Negotiation,3,Won,
OPP-00650,SMB,Event,Rep E,596.59,2026-04-20,2026-05-07,17.0,Negotiation,3,Lost,No Budget
